TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
3158,5:44 AM,326,Auto,Active,11144.4,36.94,807.44,0.64,-33.58,145.01,82.83,2.17,-5.01,7.92,135.69,-72.48,-80.39,42.84,2024-03-22T07:53:18Z,8258.78,12.3714277,-1.5196603,1,true
3158,2:20 AM,763,Auto,Inactive,3691.64,-19.02,1186.29,3.49,-120.9,139.93,116.45,3.09,4.42,-7.07,-173.82,134.24,135.36,64.78,2024-12-06T00:09:03Z,14610.54,38.174362,114.908822,0,false
3158,2:08 PM,579,Manual,Active,8412.61,-41.29,1001.23,1.61,-126.72,-40.14,123.75,5.73,4.87,5.72,134.16,103.97,-165.37,48.12,2024-03-23T07:32:17Z,26365.0,37.7574326,-25.2384711,3,true
3158,10:54 PM,36,Manual,Active,29811.51,-39.42,1189.99,3.32,63.74,43.41,148.53,7.04,-5.39,4.29,-6.53,17.53,-171.16,75.94,2024-07-11T10:17:37Z,10769.78,-24.5002295,-47.8448116,10,false
3158,5:13 PM,952,Auto,Active,9058.39,28.91,968.39,0.52,114.04,144.33,175.18,-4.35,-8.71,-0.96,-17.38,31.91,-88.05,59.83,2024-05-05T21:02:52Z,23160.13,39.38316,-8.2407873,9,true
3158,10:42 AM,990,Auto,Inactive,41910.67,-48.11,895.68,0.61,147.9,-133.36,-145.9,6.47,-9.28,6.41,-8.89,-82.78,23.25,52.29,2024-07-10T09:54:34Z,28071.94,33.39722,101.956537,17,false
3158,7:11 AM,552,Manual,Active,15080.48,-21.28,860.31,4.19,-6.27,7.1,-35.42,-5.72,-8.08,-2.38,111.98,-170.56,-125.3,69.37,2024-02-22T02:22:07Z,8864.3,-23.9793102,-48.8768997,13,false
3158,2:27 AM,494,Auto,Active,25169.48,5.92,999.3,1.93,119.5,155.15,122.47,-1.05,-8.82,-4.59,179.39,30.98,112.76,76.36,2024-12-06T08:19:44Z,18215.85,40.479174,22.4845811,2,false
3158,3:35 PM,579,Auto,Inactive,47001.01,33.21,907.47,4.78,166.73,-73.79,-122.07,-1.29,4.06,7.44,-138.31,142.57,11.26,89.37,2024-08-30T06:57:10Z,523.77,-2.2161048,113.913977,6,false
3158,6:22 AM,561,Auto,Active,48973.06,49.48,901.39,3.69,-173.54,153.25,23.2,-6.8,-1.89,-6.9,-132.89,82.99,-25.14,41.99,2024-01-30T04:59:10Z,48679.7,6.6101493,0.4785495,5,false
3158,12:38 AM,496,Auto,Active,6761.15,2.1,915.95,2.93,-30.36,-149.52,-135.81,-4.49,-6.22,4.17,-1.21,-57.31,-88.52,55.6,2024-06-13T15:01:22Z,180.18,38.263746,114.644894,9,false
3158,7:10 PM,382,Auto,Inactive,16944.5,-22.01,831.09,0.28,-51.93,74.0,-6.13,-3.56,-2.32,-4.48,90.85,178.37,-67.63,55.21,2024-07-12T09:41:23Z,45648.63,29.144064,121.006595,7,false
3158,1:16 AM,794,Auto,Inactive,22778.27,-44.16,980.64,0.54,-65.74,-133.64,-147.13,-3.54,3.1,-1.96,-172.7,-8.53,107.3,17.52,2024-03-23T21:10:29Z,7259.44,37.8833564,23.9333037,19,true
3158,6:37 PM,592,Auto,Active,42288.21,-13.07,841.23,1.62,89.49,-89.47,-72.14,3.95,3.25,-7.78,117.91,123.21,-154.13,94.87,2024-06-10T09:16:04Z,8897.34,46.0382687,18.2440979,1,false
3158,11:19 PM,961,Manual,Active,34733.09,-11.13,801.8,4.38,66.23,-139.83,-111.45,0.14,-5.67,3.49,107.4,-59.19,15.13,61.33,2024-02-01T05:22:21Z,3555.78,20.9570351,-75.7197039,6,true
3158,5:30 PM,254,Auto,Inactive,20450.39,49.39,969.3,2.63,-1.4,102.24,-26.38,9.59,-5.27,0.49,-130.35,94.3,47.51,62.68,2024-11-06T07:23:04Z,21545.24,10.586582,122.142091,15,false
3158,2:57 PM,845,Auto,Active,24681.26,38.65,850.38,4.58,70.91,88.2,-83.33,-6.53,3.08,6.34,74.92,20.86,-110.75,74.6,2024-02-03T10:16:36Z,46354.12,52.9029991,158.4280558,8,false
3158,4:46 AM,912,Manual,Inactive,14151.88,-30.27,1123.48,3.27,113.44,60.74,135.92,0.63,-1.18,9.01,163.87,-14.19,-116.07,38.01,2024-04-27T17:54:05Z,1616.49,38.414217,77.245761,5,false
3158,10:41 AM,207,Auto,Active,13521.19,-19.64,1061.67,2.72,-34.24,-164.29,151.3,-6.36,-9.33,-2.32,149.78,44.15,148.38,86.09,2024-03-18T11:53:24Z,32310.8,-8.6512212,115.1622363,19,false
3158,1:04 PM,105,Manual,Active,1224.45,32.91,801.27,2.87,134.09,35.32,-4.15,-0.28,-6.97,-9.62,-104.12,-72.0,-48.62,25.85,2024-03-31T21:09:46Z,20528.54,-32.947692,-60.6743215,12,true
3158,9:42 AM,264,Auto,Active,48046.35,38.28,1180.0,1.55,122.71,-116.46,20.86,-5.2,-2.15,-1.04,47.04,-129.73,-90.25,73.79,2024-04-22T06:03:45Z,40786.69,54.2732308,32.014211,18,true
3158,11:32 AM,75,Auto,Active,14614.93,-17.46,1190.9,2.43,157.29,99.36,-125.91,8.73,2.85,-2.99,27.35,138.09,-155.8,78.06,2024-07-07T01:38:59Z,41077.87,23.105394,113.874335,0,true
3158,5:27 AM,851,Auto,Inactive,28592.83,31.99,1030.49,4.72,103.75,14.08,115.22,-9.93,-9.73,1.1,175.3,3.78,-95.83,20.09,2024-11-22T16:25:10Z,35628.41,25.8006926,55.9761994,18,true
3158,5:24 PM,774,Auto,Inactive,35419.45,-32.32,1183.85,4.6,31.1,-14.41,117.64,4.29,-0.36,7.68,133.0,-56.69,-110.6,46.37,2024-05-09T18:05:59Z,2499.4,40.2213038,44.271441,12,true
3158,6:42 PM,339,Manual,Active,48007.5,-19.66,1114.49,2.64,162.29,-86.25,-138.39,2.31,3.12,9.45,141.38,-19.88,29.99,29.06,2024-11-16T13:36:47Z,21207.42,-26.99776,26.67672,16,false
3158,3:57 AM,371,Manual,Active,13853.63,45.73,888.85,2.13,111.74,-88.15,-87.46,4.16,-4.97,-3.35,-57.03,-31.7,-117.2,9.13,2024-03-25T04:24:20Z,27457.8,59.925597,30.3406369,16,true
3158,4:18 AM,618,Auto,Active,7655.78,-39.29,918.69,0.96,-70.66,-141.83,-114.65,-6.54,4.92,6.32,145.79,-166.22,2.52,75.5,2024-10-18T02:32:58Z,6514.17,-20.7795586,165.2386673,2,true
3158,7:19 PM,580,Manual,Inactive,33088.05,10.89,1143.78,0.26,158.74,-122.98,120.18,4.49,-1.4,-7.28,-151.94,-62.76,-28.77,0.13,2024-06-13T01:55:24Z,37200.76,29.4110744,71.6420004,12,false
3158,2:33 AM,273,Auto,Inactive,9569.89,35.34,957.2,4.72,121.72,67.7,67.68,-3.47,-5.6,8.09,-13.28,-168.19,130.83,51.94,2024-08-02T01:17:30Z,11462.37,18.9133079,72.8228652,5,true
3158,4:53 PM,251,Manual,Inactive,28777.15,18.49,921.63,2.72,-152.45,75.52,-170.66,-4.22,0.39,7.23,-133.92,111.87,151.08,98.82,2024-05-26T08:15:32Z,4077.85,53.9608024,105.8754575,2,false
3158,7:10 PM,16,Auto,Inactive,45580.44,-1.16,967.09,2.62,34.12,29.2,3.97,7.8,-6.04,7.54,89.0,11.82,-177.39,58.6,2024-05-08T08:32:13Z,30923.46,44.76324,17.19012,7,false
3158,12:50 AM,767,Manual,Inactive,7266.41,13.52,915.48,4.75,57.41,-173.3,105.15,-5.31,4.08,9.49,-69.95,-29.75,20.58,15.26,2024-08-20T03:32:54Z,12907.3,-1.4740609,103.5147735,2,true
3158,9:51 PM,536,Manual,Inactive,45454.81,6.26,807.76,3.27,-48.75,-72.41,-127.76,7.63,8.47,6.19,-71.48,48.75,-128.92,53.8,2024-08-10T12:48:26Z,9618.6,14.55647,121.018975,2,true
3158,10:06 PM,515,Auto,Inactive,43789.97,39.47,1187.89,2.78,73.46,85.32,-56.85,-6.98,8.21,-2.85,41.62,-78.71,-57.26,35.15,2024-12-19T20:49:30Z,45573.14,37.6351721,22.7288576,0,false
3158,3:51 AM,740,Manual,Active,7410.98,-30.08,931.84,4.75,-61.94,-126.5,-166.94,3.64,6.37,-6.16,15.23,16.99,106.83,56.87,2024-04-24T04:00:31Z,33415.83,31.866274,108.958759,2,true
3158,8:27 PM,653,Manual,Inactive,29504.01,-21.37,1113.92,4.06,-106.21,55.3,9.17,0.34,-6.63,7.67,-24.87,-32.8,-15.58,72.54,2024-07-20T22:16:44Z,41658.48,32.9901655,130.608934,7,true
3158,11:45 PM,400,Manual,Inactive,3188.83,-11.12,1196.78,2.62,-96.77,-159.55,10.27,1.89,-5.09,4.35,30.69,51.45,-133.76,85.78,2024-02-04T01:09:19Z,30822.22,55.6949907,37.7470313,20,false
3158,8:53 PM,856,Manual,Active,2161.53,43.5,954.4,4.17,-131.22,-26.74,-83.32,-4.62,5.02,-5.5,-43.83,76.64,177.75,21.31,2024-09-08T14:56:52Z,34813.41,-9.4061251,-38.2163717,20,true
3158,9:18 PM,207,Manual,Inactive,19127.06,41.09,1155.14,4.03,-27.48,-82.05,6.28,8.84,0.59,-1.21,-133.62,-57.98,7.22,93.72,2024-07-10T01:22:19Z,44419.33,-41.112498,-73.0496952,17,true
3158,2:23 AM,264,Manual,Active,4740.25,33.87,1176.3,2.05,74.65,-5.0,42.92,-4.71,0.78,-9.18,-140.43,55.03,-146.79,70.51,2024-05-11T17:07:10Z,12211.15,44.1675867,2.0308233,3,true
3158,4:22 PM,818,Auto,Inactive,33348.6,-5.89,1199.05,3.86,-176.98,-137.37,6.03,-9.54,7.01,9.29,108.13,76.47,-4.88,1.11,2024-05-14T21:09:48Z,44841.72,37.3032401,139.3751118,4,true
3158,8:42 AM,517,Auto,Inactive,18317.73,19.13,1172.17,3.33,-162.06,41.93,6.0,-7.14,-5.77,-5.98,-152.62,56.84,91.63,12.59,2024-05-16T21:34:25Z,31706.18,22.928305,113.207187,13,false
3158,11:32 AM,966,Manual,Inactive,43231.99,37.38,1051.99,4.41,10.79,-68.31,-50.69,-1.45,9.22,2.25,154.39,-85.36,-79.63,16.25,2024-04-18T01:34:32Z,29285.64,14.3537237,121.0665877,1,false
3158,8:14 AM,594,Auto,Inactive,32425.35,0.97,956.86,0.62,148.46,30.58,-130.67,7.05,2.17,-0.66,140.33,-107.37,-52.58,62.59,2024-04-01T13:53:33Z,13457.32,38.9,-77.04,10,false
3158,2:07 AM,382,Auto,Active,39140.03,-32.74,1149.59,0.16,13.15,168.16,-59.06,4.58,-5.08,-5.32,-60.63,108.9,-153.33,46.96,2024-12-25T11:42:45Z,25385.95,-8.3200799,114.2509376,0,false
3158,11:03 AM,959,Auto,Active,24584.66,47.89,1140.8,3.8,-80.54,68.56,-119.67,-8.56,7.54,-4.87,-103.12,-80.51,45.62,18.85,2024-07-13T12:42:14Z,12825.77,-6.7422,111.3587,8,true
3158,2:47 PM,957,Auto,Active,42628.42,37.36,1055.83,4.27,-119.49,146.71,-4.95,-8.71,-4.67,1.97,12.12,147.28,-88.93,56.96,2024-08-06T03:09:16Z,7659.04,-36.9120178,174.8007417,18,true
3158,6:16 AM,338,Auto,Active,9711.86,18.94,1134.92,4.42,148.35,-67.34,88.85,-5.65,5.48,1.91,106.57,-105.65,88.98,31.0,2024-03-22T15:10:17Z,45028.26,37.535809,121.386029,10,true
3158,9:25 AM,646,Manual,Active,44884.96,-1.42,1157.69,1.93,35.97,-121.95,69.84,-4.04,-9.88,-7.78,47.41,-92.14,-98.61,32.75,2024-10-08T00:01:44Z,1517.81,40.1976461,124.5351538,1,false
3158,11:53 PM,751,Manual,Inactive,38982.5,-27.85,915.45,1.34,-148.13,138.37,121.7,2.0,-9.53,-7.08,-143.45,95.1,171.62,50.29,2024-11-18T02:46:28Z,45438.65,7.1453088,3.3590446,18,true
3158,9:56 PM,347,Manual,Inactive,10293.2,-30.76,902.78,0.99,-13.96,40.69,6.75,8.1,-3.8,7.99,41.86,-73.25,70.24,82.13,2024-09-11T09:12:38Z,3997.59,15.9946032,120.7916737,13,false
3158,12:54 PM,709,Manual,Active,5858.97,-43.32,1098.77,4.34,-130.33,23.49,-83.58,-3.26,4.66,-8.71,-108.24,100.0,-100.17,68.33,2024-05-13T04:39:31Z,21453.43,43.082258,23.3786254,14,true
3158,6:08 AM,898,Manual,Inactive,5575.91,18.45,968.42,3.82,76.92,83.0,140.78,2.63,3.24,3.33,-29.5,142.59,71.15,15.08,2024-04-07T04:20:04Z,17279.95,-8.1553145,111.8270486,18,false
3158,5:55 PM,465,Auto,Inactive,37567.62,29.02,1050.71,3.93,132.96,27.77,-30.04,9.89,-4.37,-1.39,-45.7,-141.67,89.66,48.39,2024-02-02T09:26:52Z,8871.89,40.1312258,44.0097387,7,true
3158,4:59 PM,366,Auto,Inactive,40011.53,-6.64,912.95,2.94,56.48,120.98,-51.45,-5.02,-4.7,-2.61,124.84,33.17,-152.63,39.04,2024-07-10T16:15:42Z,34984.18,34.66667,61.06667,12,true
3158,9:24 AM,421,Manual,Inactive,44008.78,-29.69,947.55,2.55,-139.8,135.38,-39.93,2.08,-0.66,-0.17,26.97,79.0,-27.68,36.54,2024-02-01T11:28:19Z,1961.14,26.885704,120.005147,1,false
3158,3:08 PM,336,Auto,Active,17634.67,6.84,1178.77,1.56,24.8,-33.82,16.62,-4.27,-2.48,3.46,71.01,-121.46,79.19,10.98,2024-02-24T06:52:01Z,15629.97,-8.91022,36.823139,3,false
3158,11:45 PM,973,Manual,Active,21788.66,-4.48,925.55,1.25,86.6,-88.51,133.19,-2.13,-5.15,2.73,-59.67,-134.89,-150.83,12.02,2024-03-22T14:58:49Z,19672.34,22.529403,103.93935,19,false
3158,9:43 AM,393,Manual,Active,33789.04,-33.13,828.35,2.65,-9.93,-37.16,-114.2,6.22,0.55,2.66,-153.54,-94.8,-162.09,81.22,2025-01-05T16:47:32Z,29970.41,30.819696,121.08105,11,false
3158,12:37 AM,549,Auto,Inactive,5284.79,-24.23,883.11,3.63,-170.04,-64.23,-169.92,5.57,7.28,9.25,10.55,-110.95,-146.8,68.05,2024-03-12T12:18:08Z,13404.15,39.08335,77.56662,11,true
3158,11:25 AM,757,Auto,Inactive,7265.25,-27.76,1076.44,1.38,66.7,48.65,147.15,-8.31,1.07,-0.13,95.86,86.06,-112.35,35.97,2024-06-21T12:24:35Z,21464.16,18.4521371,-72.2867105,5,false
3158,9:39 AM,62,Manual,Active,22220.43,47.16,1046.62,3.06,66.81,-77.46,134.76,5.46,8.39,-9.35,111.18,109.78,170.68,99.65,2024-06-28T23:59:38Z,48473.33,-10.6872332,-37.4329352,17,false
3158,2:47 AM,619,Manual,Inactive,18684.85,-16.59,1190.22,4.8,179.48,-12.67,109.66,-3.56,2.09,-0.89,24.95,165.49,-131.73,28.97,2024-11-04T00:58:51Z,22505.72,36.2140865,58.7960915,4,false
3158,4:03 AM,130,Auto,Inactive,41017.72,49.64,1026.18,4.65,-115.58,19.08,5.49,-2.91,1.76,-1.04,-39.14,33.06,-138.36,72.03,2024-02-04T00:54:06Z,25002.91,16.140665,120.4201762,14,true
3158,9:12 AM,545,Auto,Active,25415.16,32.27,1073.21,0.41,-13.37,-61.62,-165.33,3.79,2.69,-2.7,12.12,-176.95,11.18,6.69,2024-09-28T12:40:21Z,20106.44,-7.3990333,108.1636206,12,true
3158,10:59 PM,140,Manual,Active,37217.84,-39.55,1156.01,3.12,-34.11,72.51,-151.38,5.96,6.97,7.05,-31.97,-170.08,72.54,0.93,2024-04-11T01:58:04Z,5391.37,7.9855625,125.1375831,20,false
3158,9:12 PM,948,Manual,Inactive,36377.38,-49.74,832.7,3.53,-126.18,-118.09,-25.26,0.28,-0.73,6.49,-118.91,59.95,70.79,6.24,2024-08-25T05:58:15Z,35708.21,35.70178,65.23055,10,true
3158,11:54 PM,950,Auto,Inactive,7147.79,18.75,1184.35,1.1,-31.77,42.61,-35.43,1.63,-4.01,7.17,42.33,53.52,148.37,10.21,2024-01-23T10:38:22Z,49690.27,32.283121,35.385789,1,true
3158,6:02 PM,477,Manual,Active,10242.02,-10.98,1010.47,1.46,-40.52,170.26,68.65,-9.46,5.52,-5.98,-20.78,-79.32,42.56,58.47,2024-05-25T12:34:36Z,21497.03,47.594843,1.3155028,19,true
3158,6:40 AM,738,Manual,Inactive,30447.59,-19.75,1033.18,0.77,71.29,164.34,152.27,-6.58,8.17,-3.35,56.32,-126.81,-54.45,8.96,2024-12-10T09:14:14Z,48857.35,41.9746108,-8.3737419,20,false
3158,10:32 AM,443,Auto,Inactive,31804.17,-47.17,1041.87,4.32,37.15,-28.39,164.75,4.35,1.24,0.62,173.11,-144.2,-102.16,8.04,2024-02-06T12:20:04Z,14061.99,48.9014667,37.0181437,13,true
3158,10:45 PM,9,Auto,Active,27241.79,-42.75,1120.99,1.65,168.47,132.8,-6.45,-3.3,4.01,9.71,62.19,134.58,43.4,2.33,2024-12-21T16:16:35Z,38463.24,26.091588,119.303552,12,true
3158,12:40 AM,339,Auto,Active,46654.47,23.23,840.01,3.46,-145.0,44.65,-9.52,-7.16,-2.09,0.23,1.95,145.77,154.42,62.56,2024-08-08T05:53:54Z,45636.14,6.1071457,-3.8553507,15,true
3158,6:48 AM,84,Auto,Inactive,24794.19,41.06,977.67,1.67,58.31,41.36,146.98,4.0,-5.66,-3.79,-52.01,29.18,10.98,21.81,2024-08-13T13:21:46Z,9318.22,37.6969518,127.8886827,10,true
3158,9:54 AM,543,Auto,Inactive,15889.44,4.75,891.54,1.85,-96.22,31.46,87.07,-1.28,3.57,7.8,-51.59,-62.04,32.54,71.18,2024-08-06T21:07:48Z,27424.99,33.844582,115.778676,12,true
3158,5:51 AM,7,Auto,Inactive,24193.25,14.07,855.46,4.85,127.4,-42.58,-41.26,-6.45,-2.67,-4.76,-146.6,-173.3,-92.57,8.17,2024-06-30T15:13:06Z,21491.56,-6.916,112.0637,8,true
3158,5:58 AM,963,Auto,Inactive,30831.14,6.63,1139.32,3.02,176.15,34.43,89.59,-7.8,-8.73,8.65,59.78,-145.89,-155.71,5.72,2024-07-06T13:29:55Z,3053.53,49.966003,21.124684,18,true
3158,5:08 PM,638,Auto,Active,19014.26,-16.14,1158.59,1.81,83.68,37.87,-95.05,-8.82,-3.69,-6.57,-155.37,149.17,39.75,61.1,2024-11-21T20:58:45Z,22780.9,46.791046,4.840663,3,true
3158,2:38 PM,964,Auto,Active,34453.49,-8.82,1108.92,0.01,92.64,-98.98,-71.73,7.6,-0.82,3.3,48.6,-54.12,89.59,77.99,2025-01-03T03:14:11Z,45616.41,16.2093368,100.3722477,18,true
3158,6:07 AM,697,Manual,Inactive,47906.0,-24.38,958.68,0.12,129.6,-136.84,68.18,-0.45,-1.67,6.34,-83.3,-160.58,113.6,58.51,2024-06-25T12:59:12Z,42423.57,49.1333104,13.740288,2,true
3158,1:30 AM,918,Manual,Active,45796.16,20.65,915.18,1.08,93.38,-156.56,43.66,-8.01,3.13,-3.57,47.41,28.34,122.87,60.08,2024-10-16T14:25:13Z,40304.83,10.91667,122.66667,16,true
3158,11:28 PM,501,Auto,Active,20843.06,16.06,1056.11,3.58,-170.0,179.25,-42.89,-9.14,-4.2,0.48,-156.22,-151.21,55.35,65.45,2024-02-27T09:32:44Z,37798.0,37.4713134,-7.4720384,13,false
3158,5:12 PM,785,Manual,Active,29214.97,43.18,1111.14,1.91,169.57,117.16,-24.72,5.69,-0.81,5.01,131.82,72.2,112.25,55.16,2024-02-11T21:06:28Z,16422.36,30.63963,114.385538,19,true
3158,4:22 PM,527,Manual,Inactive,24494.8,-23.19,917.24,4.0,167.85,114.97,119.35,-6.64,1.89,6.78,-152.67,-58.36,92.9,70.21,2024-11-08T15:11:18Z,46027.77,14.5713307,121.0273302,1,true
3158,4:56 AM,424,Manual,Active,35588.43,45.12,937.14,3.78,-23.87,-24.39,154.35,1.81,0.08,-1.13,10.64,-167.4,129.95,90.07,2024-06-16T07:31:34Z,5339.42,39.0527074,116.9237911,8,false
3158,7:47 PM,606,Auto,Active,25264.81,37.44,1191.71,0.79,-136.99,97.35,-25.72,-8.49,4.5,8.97,114.07,-24.57,22.73,21.85,2024-04-22T19:54:57Z,9226.01,-7.1691828,108.0050384,10,true
3158,11:52 PM,684,Auto,Inactive,33906.33,-14.32,945.19,1.78,-85.38,-176.83,-94.75,-9.45,3.78,5.7,-91.81,62.45,-105.4,42.42,2024-07-28T04:05:04Z,475.68,46.3176956,48.0025271,5,false
3158,11:28 AM,46,Manual,Active,49029.21,38.38,953.9,3.32,110.28,-104.66,102.13,-9.92,8.34,5.4,55.75,-171.96,-52.37,32.36,2024-02-17T18:54:27Z,648.59,-6.981636,108.308502,11,false
3158,2:54 PM,995,Auto,Inactive,32112.02,-31.19,1090.42,0.17,28.9,77.12,-106.67,-0.19,-8.72,-7.04,-97.0,-170.72,125.9,87.87,2024-07-08T08:47:11Z,26432.72,50.1143147,20.2689645,13,false
3158,9:53 AM,554,Manual,Inactive,37891.28,47.69,978.73,2.84,-114.09,45.24,-136.69,-7.36,-4.28,-8.1,-90.43,120.16,6.96,20.49,2025-01-15T06:03:48Z,25240.21,14.6014909,103.0933171,18,true
